,Net Income,"Property/Plant/Equipment, Total - Gross",Income Available to Common Excluding Extraordinary Items,Total Equity,Long Term Debt,Net Income/Starting Line,Total Revenue,Diluted Normalized EPS,Provision for Income Taxes,"Other Equity, Total",Total Long Term Debt,Cash Taxes Paid,"Common Stock, Total",Net Income After Taxes,avg Volume,"Other Investing Cash Flow Items, Total",Net Income Before Taxes,Total Liabilities & Shareholders' Equity,Cash From Operating Activities,Non-Cash Items,Net Change in Cash,Net Income Before Extraordinary Items,Total Operating Expenses,Capital Expenditures,Cash From Financing Activities,"Other Liabilities, Total","Issuance (Retirement) of Stock, Net",Total Liabilities,Operating Income,Total Assets,Diluted Net Income,Diluted Weighted Average Shares,Changes in Working Capital,Cash From Investing Activities,Total Common Shares Outstanding,Retained Earnings (Accumulated Deficit),Diluted EPS Excluding Extraordinary Items,Depreciation/Depletion,"Property/Plant/Equipment, Total - Net"
10,0.24830295502469743,0.0,0.2478100152095647,0.18200355378347927,0.11989462151323792,0.2610359567034452,0.08927820928514837,0.0007248351922528076,0.25547885783259777,0.5260492647182119,0.11989462151323789,0.17540677220756376,0.08745435528561205,0.2607549396581262,0.02878697463441639,0.6669952609593566,0.2596918961232415,0.1550411934160384,0.49144995765456084,0.7149112946581301,0.3660120675456015,0.24802179395852988,0.08089023856333523,1.0,0.14158235423292773,0.11828379700313581,0.8560438912158576,0.14790811550881017,0.3678644228023358,0.1550411934160384,0.25075317099380195,0.04439855291679272,0.6898084883713179,0.6669952609593567,0.04566369708476901,0.09546942926910912,0.0006703012424440685,0.10880479906105325,0.0024956576327454898
11,0.21600855021808835,0.0,0.21660152865751525,0.16182066395076714,0.12246880662054882,0.2219281627523966,0.08520059876491325,0.0006281637582002749,0.2173060239146015,0.5250264097791639,0.12246880662054878,0.16947009674582234,0.08745435528561205,0.22251303917462978,0.04172682670487893,0.6806557666997862,0.2214639114144354,0.14526698432373458,0.49800104618143776,0.7196031474512488,0.3676735760128119,0.21660152865751525,0.08612516034924436,1.0,0.13346014737769787,0.1126155365191395,0.829803551412896,0.14025478649134554,0.3172691553997498,0.14526698432373458,0.21878418053076967,0.04484357850576408,0.7247111993974016,0.6806557666997862,0.04548544855794838,0.0907487436538965,0.000597093596276479,0.11654241561433631,0.0
12,0.24004159565556488,0.003443488463042631,0.24022448547390304,0.05233812949640288,0.0011700841396867705,0.24505202631303366,0.017460399784673557,0.0006670730075907133,0.16585568254686733,0.5890470680953099,0.0011700841396867683,0.16144459102902373,0.00022019560709763807,0.24518407126813116,0.39904705900692916,0.6795243272487035,0.22920070831971665,0.0025475760957191246,0.5042905893488766,0.7115976736229901,0.3664826682097247,0.2402244854739031,0.01720662741830765,0.9926756352765321,0.1323141672520182,0.0016776222561505191,0.8513244056397854,0.0009781100041195796,0.3147974909158945,0.0025475760957191246,0.24274173430813809,0.0602739657530308,0.7625269136164567,0.6787596302403854,0.06359371113958648,0.03605530926928078,0.0006376085127856656,0.006781281923101998,0.003269773657717475
13,0.21934968273684008,0.002880328509972628,0.21941241023468935,0.045815636647308665,0.0017232148239023379,0.22459373780261413,0.012037893163027521,0.0006327767104475949,0.2131568028365584,0.588762010161477,0.0017232148239023357,0.16078496042216356,0.00022019560709763807,0.2246545094605399,0.42999955768005177,0.6814126606774071,0.22233791106483555,0.0016806616617161241,0.5006912270213719,0.7121157323688969,0.3671117364444199,0.21941241023468935,0.013228233394866559,0.9945939212755356,0.13236797596350316,0.0015770563443376804,0.8564922423455844,0.0010025841691169424,0.30632883969631025,0.0016806616617161241,0.2221134841594228,0.05592371561364779,0.7651199530719852,0.6808482414569819,0.061437902998098155,0.03071235145933558,0.0006021078186167247,0.004825142906822576,0.002715183072662919
14,0.21931116824094668,0.002062964411419635,0.21962418898365452,0.04243304151859236,0.003949920398821402,0.22455565815903958,0.011580056192334456,0.0006317738947416558,0.21066727018973258,0.5886278652514378,0.003949920398821403,0.1605650835532102,0.00018349633924803272,0.2248829329577036,0.5452962984379268,0.681217584909979,0.22201871119251548,0.0012457270854201415,0.4978329098789419,0.7099848492253555,0.36592322966512925,0.21962418898365452,0.012788631845315056,0.9959392127553562,0.13234616162100926,0.0008776661394574912,0.8511474249306825,0.001031244704442802,0.3061712833945505,0.0012457270854201415,0.22207510601961122,0.05312355460438976,0.7638867595005899,0.6807936202421021,0.05276208974576713,0.02998064518897762,0.0006029100941911641,0.0036949292529722413,0.0013402605805485036
15,0.22024408561772438,0.0007362143136488092,0.2204317398586858,0.04856953714137124,0.0028299016774751716,0.2254780423255238,0.003006880073540064,0.0007246346291116197,0.2137618347101203,0.5884640407800528,0.0028299016774751724,0.1639825197889182,1.7432152228565574e-05,0.22566233296531768,0.003152121494576193,0.6797301191782888,0.2232645786941685,0.0016548344665299588,0.5010294300802073,0.7091755046185425,0.3662799737808202,0.22043173985868583,0.0039030756246179344,0.9991188340807176,0.13244592588068135,0.0009391484809976134,0.8487703380331545,0.0005651793160561913,0.3067361227363591,0.0016548344665299588,0.2230047205111968,0.004285246401668093,0.7679588313324489,0.6796381214463698,0.0044704099558374785,0.05410032315238802,0.0006959740608261275,0.0018535503923145457,0.0009020955051203331
16,0.22041171996110034,0.0006226241689479889,0.22058200650738335,0.047172965242264026,0.001501714350550115,0.22564378397418197,0.002711056583999671,0.0007298492707825033,0.2142540832107427,0.5876657108841826,0.0015017143505501153,0.1657745162708883,1.7432152228565574e-05,0.22581090341493132,0.0027252576677285695,0.679184609302253,0.22348231860707254,0.001329313119583434,0.5007344442783839,0.7088348565563755,0.36641051744463843,0.22058200650738338,0.003565882919380699,0.9988804185351271,0.13292992796904107,0.000860249952002631,0.8500263111320867,0.0004179446716029801,0.3069200697186635,0.001329313119583434,0.22317176136472663,0.004216742462691601,0.7678148476505996,0.6790677199024101,0.004426242179280161,0.05316931811842054,0.0007011888520599833,0.0013153948140581168,0.0007290940531713675
17,0.2201043742838711,0.00035823230348064436,0.2203006295604628,0.045431112940972525,0.0,0.2253399084184572,0.0023135789795600864,0.0007230301239821173,0.21401720040737807,0.5877160152254473,0.0,0.1658003518029903,1.7065159550068957e-05,0.2255327026306773,0.0032798803401179683,0.6804802765394079,0.22321251871499248,0.0008645565685690057,0.5006413465849648,0.7082970529299644,0.36593196939174866,0.22030062956046284,0.0032292397160804086,0.9994578973592426,0.1319234287492674,0.00028144741774165316,0.8476222051796355,0.00017027578268427997,0.30654124528562,0.0008645565685690057,0.2228655038090304,0.004216242433939949,0.7684309111634015,0.6804236785567515,0.004315822737886858,0.052200933837445326,0.0006943695096772488,0.0012880088678302042,0.00023747260746155251
18,0.21938723437033614,0.0024720375439968747,0.21957509481912169,0.0436948513478374,0.0003772634923111278,0.2246308654550993,0.0051780288329986,0.000668677512720216,0.21523141337557994,0.5833760920234083,0.0003772634923111271,0.1672768249780123,0.005420481861386863,0.22481535767312597,0.009634069098240114,0.6814142212835466,0.2228843508462596,0.0008334552007015348,0.5011215314103522,0.7075871169542055,0.3666605840730488,0.2195750948191217,0.00622281636813875,0.9985849526656702,0.13176037381057296,0.0014614055457529147,0.8497870332133798,0.00039440116893249186,0.3062195350119644,0.0008334552007015348,0.22215090284573907,0.008050962930368498,0.7695627828846063,0.6812664839023477,0.008424477571445323,0.05132157739564066,0.0006388119261473245,0.00173879023669282,0.0022449364724187425
19,0.21962891283206717,0.0023539303871724705,0.2198167151190774,0.04330155152986045,0.0009828706773368876,0.22486981521852956,0.005352221492941982,0.0006694797652849672,0.2153483459695975,0.582921676140651,0.0009828706773368902,0.1674142480211082,0.005420481861386863,0.2250542505805764,0.01048640370182464,0.681491471287448,0.22309867076053164,0.0008031102407928407,0.5004620634683405,0.7075929817701969,0.3664569772551016,0.2198167151190774,0.00634956814825943,0.998395615346288,0.13175891952107338,0.0015884842888618657,0.8469211255973098,0.00041977701369291424,0.30649722799381585,0.0008031102407928407,0.22239172567305662,0.00825647474729797,0.7686968810201511,0.6813239662284831,0.008944500559721406,0.05092203573129857,0.0006408176150834229,0.0017018409441630967,0.002281138913387583
20,0.2203433567308896,0.0021447008212749303,0.2205309870814963,0.04341033197538355,0.0007850200864443922,0.22557619260683714,0.00570132218309545,0.0006773017277912926,0.2157821281732111,0.5828797558562637,0.0007850200864443912,0.1674032541776605,0.005422316824779346,0.22576045989264099,0.009262303426316431,0.6814243652234528,0.22374999050000377,0.0008070991108879469,0.5004166043939621,0.7075617027515761,0.36597389126723634,0.2205309870814963,0.006550136355242301,0.9978774289985052,0.13154470267778323,0.0015898556422047694,0.8479417143531355,0.0004079585682270817,0.30734113893511633,0.0008070991108879469,0.22310364016656112,0.008530490503203933,0.7682176020051061,0.6812027591516545,0.008944500559721406,0.050448679710064066,0.0006480380952533768,0.0015627377252276737,0.0020797146939545764
21,0.1692712094514573,0.08531286664059444,0.16947113070599332,0.03613807748981537,0.030968226897043236,0.17466180516550364,0.007931667832124066,0.0005210630408059752,0.2139112066689299,0.5889967637540453,0.03109587243955451,0.17265831134564644,0.004807604088298438,0.17485818707884418,0.08764210682219328,0.6808092263034964,0.18272672690930922,0.0036656416097843457,0.5062646340855875,0.7545574507599824,0.36621855559210453,0.16947113070599332,0.017648060640982285,0.9675635276532137,0.1324406904384828,0.011382232746089354,0.8503333136688102,0.0046041507655708806,0.25995805063465643,0.0036656416097843457,0.17221230786943756,0.018821582240978855,0.7674930174580215,0.677422710980945,0.019766657429992757,0.023489702468060265,0.00033835972351979165,0.03851420374274598,0.03396482201108411
22,0.1818558209846231,0.08436644505279624,0.18205271365587877,0.04674308745774465,0.030202353641975533,0.18629513627752442,0.011608671003002773,0.0005621784847494797,0.23692052355625964,0.5890302999815551,0.030333544894001006,0.19667985927880385,0.004789254454373637,0.18648875014276473,0.03315060450742637,0.6799743020189041,0.19664992134003142,0.005249666245329704,0.5154747671000847,0.7451737451737451,0.36506126212216894,0.18205271365587877,0.0184576601614063,0.9262331838565023,0.13246832193897512,0.010655415474351119,0.8503451123827502,0.004754538068909936,0.2758515425746669,0.005249666245329704,0.18475236505286588,0.018771579365813532,0.7687128792070231,0.6722727107208439,0.019691992855336335,0.0339181261453027,0.00040735542292157496,0.0582494729292095,0.054527038216683164
23,0.21645146692086237,0.09142745404771217,0.21918137887218186,0.055139984398023756,0.028557144427385647,0.22407014270346426,0.013141351799424486,0.000665468502461211,0.22688695258571914,0.5888290826164965,0.028695427098439526,0.20866314863676338,0.004770904820448833,0.2267674268093045,0.027111952058283498,0.6811317515723108,0.22679150928339623,0.006276430954995836,0.5211415832212425,0.7178534773471482,0.3638919635332506,0.2191813788721819,0.012830760327147073,0.9027404085700049,0.13116091567884053,0.009530905733171207,0.8467229072031149,0.004625726674186976,0.31454146192553495,0.006276430954995836,0.21922552913860266,0.01912159949197079,0.7703660251838125,0.6709774076251216,0.019620483121862577,0.04154203341387109,0.0006121362632972165,0.052272381490577925,0.07094523032840236
24,0.16622856427587934,0.6892158779820101,0.16457134055948094,0.39002556990552134,0.538692555073733,0.18497186866330928,0.3071799925243807,0.000645612751483616,0.24789709931726453,0.6595066820933313,0.5452414805464648,0.21558927000879505,0.1398425601409252,0.18516579738835803,0.2567659514975951,0.6867681407458657,0.1978051208779516,0.1552471373016894,0.7662033577442335,1.0,0.36036005752853023,0.16642921776631178,0.30460896214946404,0.6094917787742901,0.08575799750153064,0.31466159570674973,0.8326824376143,0.11721847868757833,0.36492008941320125,0.1552471373016894,0.16732868957841612,0.3577910729866967,0.6809561583020591,0.6459973053533993,0.3746042646091493,0.1263105266997687,0.0005812486536813019,0.619791779869156,0.5855128614948527
